id,TCGDATE
73783043,
73778008,9/11/2012
73776643,9/11/2012
73752131,10/10/2003
73729209,1/9/2009
73702909,8/28/2012
73698349,10/10/2003
73680966,1/26/2008
73665146,1/9/2005
73659078,9/11/2012
73648243,1/4/2006
73632127,8/5/2012
73628505,7/18/2003
73625877,8/16/2011
73599290,8/28/2012
73580471,10/18/2008
73578229,1/3/2005
73574678,10/10/2003
73551138,
73544866,1/12/2003
73507661,1/9/2009
73483491,
73481154,3/29/2002
73431236,1/12/2003
73428497,8/28/2012
73417207,10/5/2011
73414375,10/10/2003
73398797,10/10/2003
73356503,4/11/2006
73333463,
73318863,11/5/2010
73285669,10/5/2011
73219648,1/12/2003
73216412,1/3/2003
73206827,7/5/2008
73199638,
73178098,11/15/2011
73148972,7/3/2007
73146473,7/5/2008
73134082,1/3/2003
73134081,1/3/2003
73125233,5/16/2007
73081602,9/16/2002
73079365,10/20/2002
73061465,
73051941,8/3/2002
73048641,1/6/2010
73040500,
73026394,7/3/2007
73018302,11/5/2010
73001017,1/3/2004
72992744,1/9/2009
72989439,1/3/2004
72929454,12/20/2002
72926163,10/5/2011
72903645,5/16/2007
72896720,11/5/2010
72892473,3/29/2002
72885174,1/9/2009
72881007,5/16/2007
72845813,
72842870,8/3/2002
72767833,10/18/2008
72714392,1/9/2009
72710085,5/17/2013
72709014,1/4/2006
72677437,8/15/2007
72657739,1/10/2004
72634965,4/11/2006
72631243,11/17/2009
72630549,10/10/2003
72580321,8/28/2012
72575145,10/10/2003
72563071,10/5/2011
72549351,
72446038,1/3/2007
72443568,1/9/2005
72429240,
72405967,7/18/2003
72403299,8/16/2011
72355441,11/15/2011
72345736,1/26/2008
72328962,
72302403,8/3/2002
72287557,11/30/2005
72278479,4/31/2011
72258771,12/5/2009
72237166,8/4/2008
72204747,7/2/2007
72192100,1/12/2003
72150572,1/3/2007
72144675,
72142276,
72056560,
72053645,9/16/2002
72029628,
71983925,1/6/2004
71971554,9/6/2009
71950093,9/13/2008
71930383,6/8/2005
71923655,5/17/2013
71870152,1/9/2009
71829750,6/6/2003
71799173,7/5/2008
71786742,8/16/2011
71759912,12/5/2009
71717923,8/15/2007
71652522,1/9/2009
71645242,10/18/2008
71628381,10/9/2008
71625222,3/30/2003
71616908,
71594310,
71587526,1/4/2006
71564252,
71564150,8/16/2011
71544954,1/6/2005
71541986,1/25/2013
71519605,11/17/2009
71490127,6/8/2005
71466592,1/3/2003
71453557,10/10/2003
71438011,
71417170,11/16/2010
71413901,10/10/2003
71411377,4/11/2006
71407486,8/3/2002
71395725,4/11/2006
71353388,11/16/2010
71341529,11/15/2011
71315423,
71283180,1/11/2004
71280811,12/20/2002
71272951,10/9/2008
71249758,11/16/2010
71233859,11/15/2011
71218746,6/8/2005
71209500,8/17/2010
71203602,
71200730,1/12/2003
71181155,11/18/2006
71107816,6/27/2002
71106375,
71098407,5/17/2013
71071546,1/25/2013
71068263,12/20/2002
71068247,5/17/2013
71060915,11/30/2005
71044499,10/20/2002
70969517,
70948327,11/30/2005
70946699,5/17/2013
70908596,
70903634,8/3/2002
70902743,10/9/2008
70875955,5/17/2013
70865988,1/4/2006
70861343,1/6/2004
70832512,8/16/2011
70828912,10/20/2002
70821187,1/6/2004
70797118,6/6/2003
70791313,10/10/2003
70781055,6/27/2002
70781054,6/27/2002
70781053,6/27/2002
70781052,6/27/2002
70780151,10/9/2008
70681994,8/3/2002
70676581,7/5/2008
70655556,1/25/2013
70630741,11/16/2010
70624184,
70595331,8/15/2007
70423794,10/18/2008
70406920,2/16/2010
70391588,11/16/2010
70368879,9/16/2002
70355994,1/25/2013
70345785,12/20/2002
70344351,1/3/2003
70342110,
70329348,1/25/2013
70307656,7/18/2003
70284332,2/16/2010
70278545,6/8/2005
70261145,
70231910,10/10/2003
70194827,8/5/2012
70187958,8/17/2010
70156997,6/8/2005
70138455,6/27/2002
70101178,5/17/2013
70095155,6/8/2005
70095154,6/8/2005
70089580,5/17/2013
70083723,
70074904,1/10/2004
70054514,1/9/2009
70050374,10/9/2008
70046172,3/30/2003
69954399,1/3/2003
69937550,5/16/2007
69933858,10/28/2005
69931927,1/9/2009
69884162,8/15/2007
69846323,8/16/2011
69832741,1/3/2003
69831560,7/5/2008
69750546,5/16/2007
69750536,1/7/2002
69724380,5/16/2007
69695704,12/5/2009
69633792,1/24/2012
69632396,1/4/2006
69584564,10/18/2008
69579761,10/10/2003
69572169,8/16/2011
69572024,6/27/2002
69542930,1/3/2004
69537999,5/16/2007
69529567,8/17/2010
69514125,10/9/2008
69488544,10/27/2009
69461394,
69456283,10/10/2003
69455834,6/27/2002
69448290,
69408987,11/17/2009
69402394,
69380702,11/15/2011
69320362,8/16/2011
69313735,1/12/2003
69303178,5/13/2006
69296555,6/6/2003
69293721,9/11/2012
69279219,10/10/2003
69270537,11/14/2007
69257165,9/11/2012
69247929,1/3/2007
69243953,1/12/2003
69243722,11/15/2011
69207766,1/24/2012
69196160,1/3/2004
69176131,11/15/2011
69162969,1/3/2005
69155991,8/2/2011
69140099,1/3/2003
69140098,1/3/2003
69123138,
69122763,1/3/2003
69112325,11/17/2009
69091732,5/16/2007
69069911,
69042950,8/16/2011
69035382,1/12/2003
69031175,
69025477,1/3/2007
69023354,1/24/2012
69015963,7/27/2005
69000994,
68937720,5/17/2013
68933343,8/2/2011
68881649,11/30/2005
68875140,5/16/2007
68815401,5/16/2007
68809475,1/9/2009
68786330,11/17/2009
68774379,1/4/2006
68762510,8/15/2007
68745629,
68722455,10/18/2008
68670547,10/18/2008
68663748,11/17/2009
68658728,6/27/2002
68638985,12/20/2002
68597372,8/16/2011
68543408,11/17/2009
68540059,3/6/2003
68540058,3/6/2003
68516705,6/27/2002
68505803,
68473226,12/5/2009
68462976,10/18/2008
68456353,11/16/2010
68450517,11/16/2010
68427465,1/12/2003
68401546,12/20/2002
68400115,1/3/2003
68396778,11/17/2009
68392533,10/9/2008
68366996,10/27/2009
68339286,12/26/2006
68334074,10/10/2003
68319538,
68304813,1/12/2003
68280530,5/13/2006
68226653,
68215963,5/16/2007
68191243,1/12/2003
68184115,1/24/2012
68171737,12/26/2006
68170903,6/6/2003
68167124,11/15/2011
68144350,5/17/2013
68140974,
68124775,8/16/2011
68120130,11/15/2011
68087897,1/9/2009
68073522,1/3/2004
68057622,10/10/2003
68054593,11/15/2011
68049471,1/3/2003
68007326,1/3/2004
68005187,3/29/2002
67987611,10/10/2003
67987302,2/16/2010
67985943,
67964209,1/9/2009
67959180,12/20/2002
67957315,6/6/2003
67951831,1/4/2006
67934141,1/10/2004
67922702,5/17/2013
67904682,1/24/2012
67829249,1/4/2006
67779172,11/5/2010
67775894,8/16/2011
67757079,12/5/2009
67750322,11/16/2010
67724379,3/29/2002
67723438,10/9/2008
67692580,
67688478,
67675300,9/11/2012
67646312,5/13/2006
67630339,10/18/2008
67629977,6/27/2002
67559101,
67532912,10/20/2002
67511500,8/5/2012
67494157,6/27/2002
67483216,
67468948,5/13/2006
67464807,1/6/2004
67445676,11/15/2011
67441435,11/16/2010
67371383,1/3/2003
67328336,10/5/2011
67316075,8/1/2008
67300516,
67284908,9/16/2002
67270095,10/18/2008
67234805,11/16/2010
67232306,11/15/2011
67227834,11/14/2007
67223587,1/26/2008
67211766,8/2/2011
67196946,
67169062,11/30/2005
67159705,1/26/2008
67111213,
67105242,1/3/2003
67095270,6/8/2005
67049542,10/20/2002
67048711,1/6/2004
67045174,1/26/2008
67038874,11/16/2010
67030233,2/16/2010
66989694,1/3/2003
66973070,
66957584,11/5/2010
66947414,11/30/2005
66927994,10/20/2002
66926224,1/6/2004
66889139,8/3/2002
66865880,
66853752,9/11/2012
66835946,11/5/2010
66818682,2/16/2010
66816282,11/16/2010
66789970,8/5/2012
66788016,1/3/2004
66742250,1/6/2004
66729231,
66719324,10/20/2002
66712593,1/10/2004
66707058,11/14/2007
66690411,1/10/2004
66672569,3/29/2002
66661678,
66607691,1/4/2006
66602787,6/27/2002
66526672,1/6/2004
66523544,8/28/2012
66518841,10/18/2008
66516792,9/16/2002
66506689,
66499018,8/5/2012
66457407,10/18/2008
66436257,1/26/2008
66399675,
66395299,10/18/2008
66378485,
66362965,10/20/2002
66337215,10/24/2007
66331855,10/18/2008
66288028,2/24/2009
66235877,6/6/2003
66214679,1/26/2008
66200210,5/17/2013
66165755,11/16/2010
66100045,1/26/2008
66094973,
66084673,5/17/2013
66073051,1/6/2004
66066482,8/5/2012
65984457,11/14/2007
65961683,
65961085,5/17/2013
65957473,1/6/2004
65884091,
65878864,1/10/2004
65844845,8/5/2012
65830223,7/18/2003
65824822,11/30/2005
65810489,7/18/2003
65758454,
65743242,1/26/2008
65703851,10/5/2011
65685470,11/14/2007
65659181,
65622692,10/10/2003
65612454,11/5/2010
65570596,9/16/2002
65549080,
65503206,11/16/2010
65496056,2/16/2010
65475294,1/3/2003
65458948,3/30/2003
65450690,4/11/2006
65422840,11/17/2009
65403020,1/6/2004
65396880,10/10/2003
65393205,
65384019,1/26/2008
65367484,1/24/2012
65301952,8/28/2012
65287621,1/3/2004
65282484,
65277087,
65260293,1/11/2004
65240384,1/11/2004
65196094,2/16/2010
65192027,1/26/2008
65169794,3/30/2003
65156847,
65150219,1/24/2012
65149697,
65079854,12/5/2009
65064143,1/3/2004
65026212,11/17/2009
64990807,11/5/2010
64973456,2/16/2010
64952266,12/5/2009
64926005,
64910482,10/5/2011
64898834,10/5/2011
64892035,8/5/2012
64815084,1/24/2012
64801562,6/6/2003
64788463,11/30/2005
64752646,1/3/2003
64751286,1/10/2004
64734921,1/6/2004
64734090,11/15/2011
64697231,7/18/2003
64689404,8/28/2012
64681432,
64681263,10/5/2011
64662453,
64631466,3/30/2003
64627453,12/5/2009
64599569,5/8/2006
64550682,10/5/2011
64514622,8/5/2012
64501875,6/27/2002
64500000,10/10/2003
64463828,11/14/2007
64437633,
64428736,
64398890,1/3/2007
64389297,9/16/2002
64382839,
64379430,1/26/2008
64342551,1/3/2004
64335805,3/6/2003
64335804,3/6/2003
64332231,8/5/2012
64306248,1/3/2004
64274292,10/10/2003
64271667,12/26/2006
64268668,4/11/2006
64262809,11/14/2007
64238008,4/11/2006
64187086,11/17/2009
64160836,
64145892,1/24/2012
64107820,8/16/2011
64047146,9/16/2002
64038662,1/24/2012
64034255,
63995093,1/11/2004
63977008,5/8/2008
63948258,
63942761,
63806265,7/5/2008
63804806,5/19/2009
63789924,6/6/2003
63749102,1/9/2005
63741331,11/14/2007
63703130,5/13/2006
63695531,7/18/2003
63689843,10/20/2002
63676256,10/5/2011
63665875,1/26/2008
63665606,11/5/2010
63630268,
63612442,
63595262,8/17/2010
63571750,7/18/2003
63545861,
63519819,
63516460,4/11/2006
63487632,
63485233,8/16/2011
63477921,5/8/2006
63468625,
63465535,2/16/2010
63442604,10/10/2003
63394872,4/11/2006
63391643,10/31/2003
63356631,1/3/2005
63323539,4/11/2006
63308047,8/3/2002
63259351,5/8/2006
63253763,
63224564,8/2/2011
63223467,10/18/2008
63223260,
63211608,
63193536,1/24/2012
63176202,1/3/2007
63175639,1/25/2013
63162310,9/16/2002
63142001,1/6/2005
63120904,1/3/2004
63102017,3/30/2003
63101919,10/18/2008
63035430,6/8/2005
63018132,6/6/2003
63018036,12/5/2009
63014935,7/5/2008
63012333,1/6/2004
62991886,10/9/2008
62980542,5/13/2006
62966332,6/6/2003
62953041,1/25/2013
62950604,10/5/2011
62896588,12/5/2009
62892347,7/5/2008
62878208,10/9/2008
62873545,11/25/2006
62868900,5/13/2006
62867251,10/20/2002
62784717,7/5/2008
62782218,2/16/2010
62762898,1/10/2002
62742651,1/9/2009
62729173,
62701967,
62651957,10/10/2003
62633180,1/3/2005
62560742,10/5/2011
62543393,1/3/2004
62499965,
62476815,8/16/2011
62476197,9/11/2012
62473983,7/18/2003
62472614,8/17/2010
62437709,5/8/2006
62437430,9/11/2012
62420419,1/6/2005
62397231,9/16/2002
62379337,
62340868,6/27/2002
62337487,10/20/2005
62327910,1/11/2004
62325062,10/10/2003
62315111,5/8/2006
62279055,1/3/2003
62271284,4/11/2006
62265044,
62180201,
62154416,5/8/2008
62113340,1/3/2005
62107981,
62107612,
62054060,1/3/2007
62007535,
61968753,6/8/2005
61962135,7/5/2008
61864793,8/17/2010
61854111,8/3/2002
61850482,11/30/2005
61844784,6/6/2003
61840587,7/5/2008
61831093,
61807040,8/5/2012
61802346,
61777313,8/2/2011
61757117,11/17/2009
61740673,10/20/2002
61737116,10/5/2011
61705417,10/20/2002
61656650,10/9/2008
61650133,8/17/2010
61632317,10/9/2008
61623148,1/26/2008
61622107,6/6/2003
61592395,9/11/2012
61587183,1/12/2003
61538782,11/14/2007
61528025,9/16/2002
61505339,1/11/2004
61468779,8/28/2012
61454890,4/28/2006
61441708,1/3/2005
61411502,1/3/2005
61405855,2/28/2004
61380658,11/16/2010
61370518,1/12/2003
61344030,
61314842,9/11/2012
61254509,9/11/2012
61231400,1/25/2013
61204971,1/6/2005
61181383,1/6/2005
61175706,7/5/2008
61166988,1/3/2004
61132951,9/11/2012
61127349,10/10/2003
61068510,5/16/2007
61049315,
61044390,1/3/2004
61032879,5/8/2008
61019812,1/25/2013
61011311,11/15/2011
60999392,2/23/2010
60992364,1/25/2013
60953118,7/5/2008
60930169,10/9/2008
60912752,1/3/2004
60876124,5/16/2007
60866277,10/20/2002
60862676,6/27/2002
60806437,9/16/2002
60800381,5/8/2008
60764581,1/3/2004
60741115,8/17/2010
60728397,8/15/2007
60718396,1/9/2009
60694662,3/23/2006
60682203,10/20/2002
60668166,11/16/2010
60645181,8/28/2012
60634565,11/17/2009
60627999,7/5/2008
60577362,8/2/2011
60534585,8/17/2010
60530944,1/9/2009
60519422,10/10/2003
60493189,11/14/2007
60482781,1/11/2004
60470713,9/11/2012
60434101,
60417395,
60410769,10/9/2008
60406591,1/26/2008
60399954,7/5/2008
60398723,11/15/2011
60391791,10/10/2003
60369732,1/6/2005
60365591,1/12/2003
60316373,9/11/2012
60312997,8/17/2010
60258960,1/12/2003
60246171,6/8/2005
60234913,11/17/2009
60229110,1/3/2005
60222582,
60202749,9/11/2012
60187739,10/9/2008
60102563,1/3/2005
60082869,10/20/2002
60080151,9/11/2012
59983499,1/10/2002
59969392,1/9/2009
59965151,10/9/2008
59957503,9/11/2012
59907935,6/8/2005
59839761,12/5/2009
59834564,1/25/2013
59820352,1/3/2004
59811955,1/17/2007
59797187,10/9/2008
59793705,11/30/2005
59784896,9/16/2002
59771339,10/5/2011
59755122,
59744639,10/31/2003
59718521,10/9/2008
59699355,8/17/2010
59695933,10/9/2008
59644958,8/5/2012
59616123,12/5/2009
59593925,10/5/2011
59575539,10/9/2008
59563768,
59560625,10/20/2002
59546528,11/16/2010
59509952,11/17/2009
59482302,
59464593,8/2/2006
59388357,
59385322,1/9/2009
59383041,3/30/2003
59380081,1/3/2005
59371387,10/5/2011
59364406,10/10/2003
59344077,10/20/2002
59312550,
59297550,8/16/2011
59290628,7/18/2003
59258334,5/8/2006
59237154,1/6/2005
59235795,1/3/2007
59197169,3/30/2003
59170782,1/25/2013
59156966,11/16/2010
59070329,8/16/2011
59057152,1/25/2013
59053232,1/10/2002
59042331,12/5/2009
59023523,6/8/2005
58990631,12/5/2009
58932616,1/6/2005
58932615,1/6/2005
58924378,11/16/2010
58921041,10/31/2003
58911105,1/24/2012
58873391,10/9/2008
58861941,6/27/2002
58859575,11/30/2005
58851034,1/3/2004
58843503,10/9/2008
58831685,1/10/2003
58820853,
58818411,1/3/2003
58807980,8/17/2010
58775978,1/18/2006
58760121,
58712976,1/25/2013
58696829,1/3/2003
58685438,8/17/2010
58641905,8/2/2006
58628539,
58621589,10/20/2002
58607704,1/3/2004
58577036,7/18/2003
58554959,11/14/2007
58551308,9/16/2002
58538870,10/10/2003
58531587,9/11/2012
58528964,8/3/2002
58504745,5/17/2013
58494728,
58477767,8/17/2010
58475908,8/16/2011
58471134,9/11/2012
58453942,10/9/2008
58441120,
58419204,10/20/2006
58392024,1/6/2005
58332301,11/14/2007
58324930,11/16/2010
58314394,6/27/2002
58268433,1/3/2005
58258899,10/5/2011
58206034,4/11/2006
58192742,6/27/2002
58185394,6/8/2005
58165765,9/11/2012
58147549,8/16/2011
58132856,10/9/2008
58131925,1/25/2013
58120309,
58098303,4/11/2006
58071123,11/30/2005
58058134,1/25/2013
58054262,2/23/2010
58015506,1/6/2005
58012107,1/3/2007
57962537,1/24/2012
57953380,1/1/2005
57902462,7/5/2008
57902193,8/16/2011
57882509,1/3/2003
57844634,7/5/2008
57839750,9/16/2002
57836546,1/25/2013
57827484,8/15/2007
57793869,
57784563,1/24/2012
57782164,5/17/2013
57774843,7/5/2008
57753602,5/16/2007
57731460,10/9/2008
57728571,
57728570,
57666212,
57662975,1/24/2012
57617178,1/3/2004
57610714,11/14/2007
57585212,1/3/2004
57579381,1/3/2003
57568840,8/17/2010
57549932,8/15/2007
57543573,
57482479,1/11/2004
57441100,11/17/2009
57421866,11/17/2009
57409948,10/20/2002
57384901,11/14/2007
57355219,8/17/2010
57346400,5/13/2006
57308711,2/16/2010
57305373,8/3/2002
57281778,1/3/2004
57274196,11/17/2009
57272170,
57270476,1/6/2005
57238939,
57201737,11/16/2010
57182235,1/12/2003
57139487,1/3/2004
57116034,1/13/2006
57116033,1/13/2006
57115864,11/15/2011
57108202,12/5/2009
57103969,1/25/2013
57069605,1/12/2003
57062206,6/8/2005
57046845,1/3/2005
57043117,9/11/2012
57036718,
57019473,8/28/2012
57006589,11/14/2007
56995655,6/6/2003
56993276,11/15/2011
56981417,1/25/2013
56948373,1/3/2003
56931015,5/1/2009
56921677,1/25/2013
56916805,1/3/2004
56910167,
56907389,6/27/2002
56856951,2/16/2010
56840658,6/8/2005
56839613,7/5/2008
56830749,6/27/2002
56784842,7/5/2008
56769674,1/3/2004
56768355,
56747793,1/3/2003
56746202,8/17/2010
56704140,
56647086,1/3/2004
56641453,8/15/2007
56606928,
56605802,8/15/2007
56597272,11/14/2007
56594520,9/16/2002
56570271,
56535497,12/5/2009
56532632,8/17/2010
56524813,5/13/2006
56514812,10/9/2008
56511382,
56460688,1/12/2003
56433456,1/6/2004
56427559,
56413937,1/10/2002
56410040,
56399890,
56369281,6/6/2003
56339050,11/17/2009
56321639,9/11/2012
56286179,2/16/2010
56283725,8/3/2002
56260110,1/7/2002
56252810,
56246017,1/12/2003
56240989,1/24/2012
56223084,11/15/2011
56209279,11/17/2009
56174248,8/28/2012
56120475,1/12/2003
56105047,1/25/2013
56094445,1/6/2005
56074358,
56058888,1/6/2005
56052205,7/5/2008
56051648,11/17/2009
56043447,2/16/2010
56043446,2/16/2010
55998462,9/16/2002
55991637,6/6/2003
55985014,1/4/2006
55982698,
55948544,
55875323,6/27/2002
55824220,
55821894,10/10/2003
55794644,
55784832,6/27/2002
55773067,6/6/2003
55763552,6/27/2002
55761792,1/3/2004
55758589,
55713623,
55696885,5/16/2007
55690251,
55673611,10/18/2008
55624610,8/17/2010
55615891,5/13/2006
55608151,3/30/2003
55589254,8/15/2007
55586621,11/17/2009
55550921,
55501446,11/15/2011
55488859,11/15/2011
55465441,2/24/2009
55461064,5/8/2006
55444629,8/3/2002
55428811,8/15/2007
55424270,1/18/2006
55401221,5/13/2006
55375684,11/14/2007
55348096,1/12/2003
55343236,
55321970,1/7/2002
55291359,8/3/2002
55277252,
55271628,11/15/2011
55256016,1/12/2003
55226821,1/3/2003
55204071,
55171412,5/8/2006
55154048,8/2/2011
55144522,8/3/2002
55136228,
55119278,10/18/2008
55117418,11/17/2009
55099248,
55063681,2/16/2010
55046718,
55013285,6/6/2003
55008284,11/30/2005
55001420,1/6/2004
54977057,
54976796,11/30/2005
54974237,5/16/2007
54959865,1/3/2007
54936498,8/5/2012
54913680,
54912977,
54878498,1/12/2003
54860010,
54813225,5/17/2013
54766667,8/15/2007
54762426,9/3/2006
54752875,6/27/2002
54749427,5/8/2006
54704216,7/18/2003
54652250,3/30/2003
54635862,
54631834,8/2/2011
54620698,
54591086,10/18/2008
54582424,
54579801,9/16/2002
54578613,
54541900,8/3/2002
54539105,
54520292,12/5/2009
54514594,5/16/2007
54497620,10/18/2008
54493213,3/18/2006
54455664,
54451023,10/18/2008
54415063,1/11/2004
54360049,11/17/2009
54359696,9/11/2012
54351224,1/10/2004
54343893,
54338958,
54326448,
54306223,8/15/2007
54289683,5/13/2006
54283059,
54266211,11/15/2011
54248491,11/17/2009
54178050,6/6/2003
54161401,
54149433,5/17/2013
54109233,10/20/2002
54098121,3/29/2002
54094821,11/17/2009
54059040,11/15/2011
54048462,
54040221,11/14/2007
54031490,8/2/2011
53982768,6/6/2003
53944920,
53927679,1/26/2008
53921056,
53890795,1/6/2004
53855409,8/2/2011
53839837,1/12/2003
53828396,1/4/2006
53819808,8/2/2011
53778229,11/5/2010
53776525,1/6/2004
53714009,
53693416,1/11/2004
53670497,8/5/2012
53656677,11/5/2010
53623827,8/2/2011
53610653,8/5/2012
53586134,8/2/2006
53582587,1/3/2003
53569894,1/8/2004
53567095,5/13/2006
53540729,11/15/2011
53539634,1/10/2004
53530069,1/3/2003
53527835,5/8/2006
53519297,8/2/2011
53493204,7/27/2005
53466826,8/28/2012
53461122,1/26/2008
53408006,
53375573,8/3/2002
53347303,1/8/2004
53341729,11/14/2007
53334471,10/18/2008
53293545,8/3/2002
53291093,
53274132,10/18/2008
53257892,1/26/2008
53239672,1/10/2004
53199020,
53193261,8/2/2011
53183600,10/27/2004
53162898,8/17/2010
53153481,8/3/2002
53152590,10/18/2008
53136004,9/11/2012
53129443,1/3/2004
53119267,1/11/2004
53116300,
53112492,10/10/2003
53100061,
53063039,
53046408,6/6/2003
53039326,2/16/2010
53027855,5/17/2013
52977572,
52971944,1/24/2012
52971673,8/2/2011
52913738,2/16/2010
52900379,8/2/2011
52875873,
52869807,11/5/2010
52860176,6/6/2003
52840598,1/25/2011
52833089,11/5/2010
52824910,1/12/2003
52823314,1/24/2012
52817046,1/10/2004
52786469,
52768103,1/6/2004
52709508,
52702748,1/4/2006
52684508,1/10/2004
52675689,10/20/2002
52648457,1/10/2004
52628687,8/28/2012
52624755,1/8/2004
52601736,1/24/2012
52584282,1/7/2002
52571838,1/11/2004
52558805,
52550973,1/6/2004
52518793,11/14/2007
52512994,1/9/2009
52503575,1/12/2003
52497105,8/5/2012
52496105,11/14/2007
52430902,10/18/2008
52417194,1/10/2004
52404456,9/11/2012
52370835,8/28/2012
52352005,1/9/2009
52346240,8/17/2010
52340274,8/28/2012
52323207,1/3/2005
52319752,1/26/2008
52265835,
52263685,8/16/2011
52248570,1/26/2008
52228131,11/14/2007
52222372,
52182715,5/17/2013
52158283,8/28/2012
52140003,8/16/2011
52128900,1/25/2011
52121290,1/3/2003
52105192,10/27/2009
52101615,1/3/2005
52098461,
52090844,1/3/2004
52077741,1/9/2004
52040216,3/6/2003
52035300,1/26/2008
52031567,12/26/2006
51987571,12/5/2009
51962254,4/1/2007
51960178,5/17/2013
51945556,1/6/2004
51934376,7/18/2003
51925772,11/5/2010
51858306,
51838385,1/6/2004
51828629,6/27/2002
51827737,
51808422,1/9/2009
51790181,2/16/2010
51773900,12/5/2009
51717541,11/5/2010
51701885,11/15/2011
51670553,11/14/2007
51638941,11/30/2005
51630558,1/9/2009
51616747,1/6/2004
51589188,1/24/2012
51566770,
51562916,1/10/2004
51555725,8/2/2011
51549976,8/5/2012
51534754,7/18/2003
51482758,1/3/2004
51481927,1/3/2005
51452091,1/10/2003
51449743,4/11/2006
51447164,10/5/2011
51435705,8/28/2012
51402908,
51402177,1/8/2004
51394546,1/10/2004
51371017,6/27/2002
51365514,8/5/2012
51355346,1/11/2004
51351302,7/18/2003
51345461,10/20/2002
51324455,8/16/2011
51282878,9/11/2012
51275027,6/27/2002
51267887,8/3/2002
51254980,
51254277,8/16/2011
51228280,12/26/2006
51196174,1/26/2008
51192573,5/8/2006
51119924,1/3/2007
51085303,
51047350,11/5/2010
51043243,
51020079,1/9/2009
50957346,1/3/2007
50951359,12/5/2009
50939127,1/12/2003
50933533,1/17/2007
50930991,3/29/2002
50916353,11/30/2005
50913601,8/3/2002
50893987,10/5/2011
50866755,11/15/2011
50823978,1/6/2004
50785356,
50781944,1/9/2009
50766506,1/24/2012
50732780,
50725996,6/22/2004
50712728,7/18/2003
50705071,12/5/2002
50702124,11/5/2010
50684552,5/8/2006
50621530,9/6/2009
50613779,8/28/2012
50604950,9/6/2009
50593156,1/6/2004
50532786,8/16/2011
50491121,8/28/2012
50470982,5/8/2006
50449881,5/17/2013
50433147,8/2/2011
50418970,1/9/2009
50412166,7/18/2003
50400231,11/11/2006
50323155,4/11/2006
50319138,8/16/2011
50304345,1/26/2008
50292967,8/16/2011
50287060,
50282757,1/26/2008
50278554,11/16/2010
50263751,
50259460,1/11/2004
50215517,10/5/2011
50164989,12/5/2009
50152549,6/27/2002
50140163,4/11/2006
50122883,10/20/2002
50091196,11/16/2010
50088247,11/15/2011
50078509,2/16/2010
50074522,1/26/2008
50045299,3/29/2002
50032342,
50005633,3/29/2002
49998907,1/11/2004
49980185,
49888191,6/27/2002
49881766,1/12/2003
49879995,7/5/2008
49868263,6/6/2003
49826746,
49814180,1/6/2005
49808196,1/26/2008
49791928,1/7/2002
49791927,1/7/2002
49785720,5/17/2013
49771608,1/6/2004
49721904,8/2/2011
49681811,6/6/2003
49680980,11/5/2010
49674183,
49669730,1/9/2009
49645921,1/4/2006
49633574,
49600724,11/5/2010
49597193,
49587034,10/20/2002
49563947,1/10/2004
49551909,8/28/2012
49522489,1/4/2006
49514333,8/2/2011
49479374,7/5/2008
49469105,1/26/2008
49460512,10/5/2011
49441499,1/10/2004
49398568,1/11/2004
49389523,8/17/2010
49375719,5/13/2006
49374988,8/28/2012
49352945,1/26/2008
49328340,1/3/2005
49267971,8/17/2010
49251811,10/20/2002
49218300,3/29/2002
49217579,1/12/2003
49204190,8/5/2012
49202331,
49191560,8/28/2012
49144107,11/15/2011
49140998,1/3/2005
49080532,11/5/2010
49064413,1/3/2003
49010598,1/11/2004
49003716,
49003308,1/12/2003
48996569,1/3/2007
48976825,7/2/2007
48964966,
48948935,
48934760,7/5/2008
48868994,11/5/2010
48783998,1/3/2007
48768179,1/12/2003
48766543,7/25/2007
48742406,11/5/2010
48716139,10/9/2008
48712195,1/3/2007
48700891,1/4/2006
48686504,1/26/2008
48675364,5/16/2007
48659020,1/6/2004
48653261,5/13/2006
48649353,12/20/2002
48642904,
48588176,1/24/2012
48582558,8/5/2012
48579379,10/27/2003
48576971,1/11/2004
48568432,11/5/2010
48539234,10/20/2002
48505422,8/2/2011
48453776,5/16/2007
48447192,1/9/2009
48445393,8/17/2010
48439321,8/28/2012
48411996,
48381268,
48370501,
48365709,3/29/2002
48357738,8/16/2011
48356796,7/5/2008
48343627,1/26/2008
48305365,7/27/2005
48276469,1/11/2004
48252330,8/28/2012
48229808,1/10/2004
48216773,8/28/2012
48206762,1/3/2005
48202661,10/10/2003
48179391,
48156348,7/5/2008
48148828,10/10/2003
48135190,8/16/2011
48130397,1/26/2008
48115277,9/3/2006
48094997,1/12/2003
48092532,1/6/2005
48049769,9/11/2012
48017809,1/26/2008
48009503,9/11/2012
47986555,10/20/2005
47985614,12/5/2009
47961808,4/11/2006
47942531,1/12/2003
47929865,11/5/2010
47879985,9/16/2002
47852925,1/10/2002
47852924,1/10/2002
47829960,1/3/2004
47795344,
47778083,12/5/2009
47766694,1/6/2010
47754278,7/3/2007
47737087,11/30/2005
47693640,10/10/2003
47664723,
47660516,5/17/2013
47658964,
47606319,1/3/2004
47596607,1/3/2007
47594192,8/28/2012
47579719,
47529357,12/26/2006
47507260,1/10/2004
47506081,
47480070,10/10/2003
47459126,11/17/2009
